Partner University (PU),PU Module Code,PU Module Title,PU Module Credits,NUS Module Cod,NUS Module Credits
The Chinese Uni of Hong Kong,BIOL4120,Developmental Biology,3,LSM3233,4
The Chinese Uni of Hong Kong,LSCI1001,Basic Concepts in Biological Sciences,3,LSM1301,4
City University of Hong Kong,BCH3012A,Genetics,3,LSM3991,4
City University of Hong Kong,BCH4057,Developmental and Regenerative Biology,3,LSM3233,4
City University of Hong Kong,BCH1200,Discovery in Biology,3,LSM1301,4
City University of Hong Kong,BCH2013,Microbiology,3,LSM3232,4
City University of Hong Kong,BCH2067,Diversity of Life and Evolution,3,LSM3252,4
City University of Hong Kong,BCH2103,Microbiology,3,LSM3232,4
City University of Hong Kong,BCH2803,Environment: Stresses and Solutions,3,LSM3264,4
City University of Hong Kong,BCH3012,Genetics,4,LSM3991,4
City University of Hong Kong,BCH3013,Microbiology,4,LSM3232,4
City University of Hong Kong,BCH3068,General Ecology,4,LSM2251,4
City University of Hong Kong,BCH3069,Animal Physiology,4,LSM3212,4
City University of Hong Kong,BCH3074,Plant Physiology,3,LSM3991,4
City University of Hong Kong,BCH4018,Microbial Physiology,4,LSM3232,4
City University of Hong Kong,BCH4021,Environmental Pollution,4,LSM3264,4
City University of Hong Kong,BCH4022,Environmental Toxicology,3,LSM3264,4
City University of Hong Kong,BCH4039,Environmental Conservation and Resources Management,3,LSM3991,4
City University of Hong Kong,BCH4057,Developmental and Regenerative Biology,4,LSM3233,4
City University of Hong Kong,BCH4062,Infection and Immunity,4,LSM3223,4
City University of Hong Kong,BCH4073,Soil and Terrestrial Plant Ecology,4,LSM3991,4
City University of Hong Kong,BCH4078,Aquatic Ecology,4,LSM3254,4
City University of Hong Kong,BCH4079,"Food Microbes, Toxins and Public Health",4,LSM3225,4
City University of Hong Kong,BCH4805,Technology for Regenerative Medicine,4,LSM3991,4
City University of Hong Kong,BMS3004,Advanced Medical Microbiology,3,LSM4223,4
City University of Hong Kong,BMS4007,Pharmacology and Toxicology,3,LSM3211,4
City University of Hong Kong,BMS4801,Microbial Physiology,4,LSM3232,4
City University of Hong Kong,GE1310,The Biochemistry of Attraction,3,LSM1991,4
City University of Hong Kong,GE2302,Forensics and Modern Society,3,LSM1306,4
Colgate University,BIOL311A,Comparative Physiology,1,LSM3262,4
Colgate University,BIOL330A,Conservation Biology,1,LSM4262,4
Colgate University,BIOL340A,Marine Biology,1,LSM4261,4
Colgate University,BIOL356A,Developmental Biology,1,LSM3233,4
Colgate University,BIOL373A,Virology,1,LSM3991,4
Colgate University,NEUR384AX,Neurophysiology,1,LSM3215,4
Concordia University,BIOL202,General Biology,3,LSM1401,4
Concordia University,BIOL226,Biodiversity of Ecology,3,LSM2251,4
Cornell University College of Agriculture and Life Sciences,ANSC2300,Introduction to Domestic Mammalian Behavior,2,LSM1303,4
Cornell University College of Agriculture and Life Sciences,ANSC2400,Animal Reproduction and Development,3,LSM4252,4
Cornell University College of Agriculture and Life Sciences,ANSC2720,Feline Reproduction,1,LSM2996,2
Cornell University College of Agriculture and Life Sciences,ANSC3800,Sheep,3,LSM3991,4
Cornell University College of Agriculture and Life Sciences,ANSC3980,Animals in Biomedical Research,2,LSM3994,2
Cornell University College of Agriculture and Life Sciences,BIOEE1610,Introductory Biology: Ecology and The Environment,3,LSM2251,4
Cornell University College of Agriculture and Life Sciences,BIOEE1780,An Introduction to Evolutionary Biology and Diversity,4,LSM3252,4
Cornell University College of Agriculture and Life Sciences,BIOEE3610,Advanced Ecology,4,LSM4255,4
Cornell University College of Agriculture and Life Sciences,BIOEE3611,Field Ecology,3,LSM3991,4
Cornell University College of Agriculture and Life Sciences,BIOEE3690,Chemical Ecology,3,LSM3991,4
Cornell University College of Agriculture and Life Sciences,BIOEE4500,"Mammalogy, Lectures",3,LSM3991,4
Cornell University College of Agriculture and Life Sciences,BIOEE4780,Ecosystem Biology and Global Change,4,LSM3272,4
Cornell University College of Agriculture and Life Sciences,BIOMG4380,The RNA World,3,LSM3245,4
Cornell University College of Agriculture and Life Sciences,BIOMG4610,Development and Evolution,3,LSM3233,4
Cornell University College of Agriculture and Life Sciences,BIOMG4810,Population Genetics,4,LSM3252,4
Cornell University College of Agriculture and Life Sciences,BIOMS3310,General Parasitology,2,LSM3991,4
Cornell University College of Agriculture and Life Sciences,BIOMS4140,Principles of Pharmacology,3,LSM3211,4
Cornell University College of Agriculture and Life Sciences,BIOMS4340,Cellular and Molecular Microbial Pathogenesis: The Host/Pathogen Interplay,3,LSM3225,4
Cornell University College of Agriculture and Life Sciences,BIONB2210,Neurobiology and Behavior I: Introduction to Behavior,3,LSM3267,4
Cornell University College of Agriculture and Life Sciences,ENTOM2010,Alien Empire: Bizarre Biology of Bugs,2,LSM3991,4
Cornell University College of Agriculture and Life Sciences,ENTOM2011,Alien Empire: Bizarre Biology of Bugs with Discussion,3,LSM3265,4
Cornell University College of Agriculture and Life Sciences,ENTOM2120,Insect Biology,4,LSM3265,4
Cornell University College of Agriculture and Life Sciences,ENTOM4900,Toxicology of Insecticides,3,LSM3991,4
Cornell University College of Agriculture and Life Sciences,NS3410,Human Anatomy and Physiology,4,LSM2212,4
Cornell University College of Agriculture and Life Sciences,NTRES2010,Environmental Conservation,3,LSM3272,4
Cornell University College of Agriculture and Life Sciences,NTRES2100,Introductory Field Biology,4,LSM3991,4
Cornell University College of Agriculture and Life Sciences,NTRES3100,Applied Population Ecology,3,LSM3991,4
Cornell University College of Agriculture and Life Sciences,NTRES3220,Global Ecology and Management,3,LSM3991,4
Cornell University College of Agriculture and Life Sciences,NTRES3260,Applied Conservation Ecology,3,LSM3991,4
Cornell University College of Agriculture and Life Sciences,NTRES4200,Forest Ecology,3,LSM3991,4
Cornell University College of Agriculture and Life Sciences,PLBIO4400,Phylogenetic Systematics,4,LSM4254,4
Cornell University College of Agriculture and Life Sciences,PLBIO4841,"Plant Form and Function: Anatomy, Cell Biology, and Development",3,LSM4251,4
Cornell University College of Agriculture and Life Sciences,PLPPM2013,"Mushroom, Molds and More",3,LSM3259,4
Cornell University College of Human Ecology,BIOEE2670,Introduction to Conservation Biology,3,LSM4262,4
Cornell University College of Human Ecology,BIOMI4090,Principles of Virology,3,LSM3991,4
Cornell University College of Human Ecology,BIOMS3190,Laboratory in Physiology,4,LSM3991,4
Cornell University College of Human Ecology,BIONB2210,Neurobiology and Behavior I: Introduction to Behavior,3,LSM3267,4
Cornell University College of Human Ecology,BIONB3950,Molecular and Genetic Approaches to Neuroscience,3,LSM3215,4
Cornell University College of Human Ecology,BIONB4320,Neural Circuits for Motor Control in Health and Disease,3,LSM4213,4
Cornell University College of Human Ecology,HD3250,Neurochemistry of Human Behavior,3,LSM3215,4
Cornell University College of Human Ecology,NS2750,Human Biology and Evolution,3,LSM3252,4
Cornell University College of Human Ecology,NTRES2400,Field Methods in Avian Ecology,3,LSM3266,4
Cornell University College of Human Ecology,NTRES2670,Introduction to Conservation Biology,3,LSM4262,4
Delft University of Technology,LM3512TU,Systems Biology,6,LSM1301,4
ETH Zurich,376‐1305‐10L,Neurobiology,6,LSM3215,4
ETH Zurich,551‐0001‐AAL,General Biology 1,3,LSM1301,4
ETH Zurich,551‐0307‐00L,Biomolecular Structure and Mechanism I: Protein Structure and Function,3,LSM3231,4
ETH Zurich,551‐0313‐00L,Microbiology (Part I),3,LSM2991,4
ETH Zurich,551‐0317‐00L,Immunology I,3,LSM3223,4
ETH Zurich,551‐0347‐00L,Molecular Mechanisms of Cell Growth and Polarity,6,LSM3991,4
ETH Zurich,551‐0351‐00L,Membrane Biology,6,LSM3991,4
ETH Zurich,551‐1309‐00L,RNA‐Biology,6,LSM3245,4
ETH Zurich,551‐1511‐00L,Parallels Between Tissue Repair and Cancer,6,LSM3991,4
ETH Zurich,551‐1513‐00L,"Cancer Cell Signaling: Mechanisms, Targets and Therapeutic Approaches",6,LSM3991,4
ETH Zurich,701‐0245‐00L,Introduction to Evolutionary Biology,2,LSM3252,4
ETH Zurich,701‐2413‐00L,Evolutionary Genetics,6,LSM1105,4
Fudan University,BIOL110032.01,Immunology and Health,2,LSM4222,4
Fudan University,PHPM130002,Basic Toxicology,2,LSM4211,4
George Washington University,BISC2241,Developmental Biology,4,LSM3233,4
George Washington University,BISC2322,Human Physiology,3,LSM3212,4
George Washington University,BISC2332,Comparative Vertebrate Anatomy,4,LSM3991,4
George Washington University,BISC2337,Introductory Microbiology,4,LSM3232,4
George Washington University,BISC2452,Animal Behaviour,3,LSM3267,4
George Washington University,BISC3212,Immunology,3,LSM3223,4
George Washington University,BISC3320,Neurobiology,3,LSM3215,4
George Washington University,BISC3460,Conservation Biology,3,LSM3272,4
George Washington University,EXSC1110,Applied Anatomy and Physiology I,4,LSM1991,4
Georgia Institute of Technology,BIOL2344,Genetics,3,LSM1102,4
Georgia Institute of Technology,BIOL2400,Mathematical Models in Biology,3,LSM1991,4
Georgia Institute of Technology,BIOL3380,Introductory Microbiology,3,LSM3232,4
Georgia Institute of Technology,BIOL3751,Human Anatomy and Physiology,3,LSM3212,4
Georgia Institute of Technology,BIOL3755,Human physiology,3,LSM3212,4
Georgia Institute of Technology,BIOL4012,Protein Biology,3,LSM3231,4
Georgia Institute of Technology,BIOL4015,Cancer Biology and Technology,3,LSM3991,4
Georgia Institute of Technology,BIOL4150,Genomics & Applied Bioinformatics,3,LSM3241,4
Georgia Institute of Technology,BIOL4340,Medical Microbiology,3,LSM3991,4
Georgia Institute of Technology,BIOL4464,Developmental Biology,3,LSM3233,4
Georgia Institute of Technology,BIOL4478,Biophysics,3,LSM3243,4
Georgia Institute of Technology,BIOL4545,Human Genetics,3,LSM3991,4
Georgia Institute of Technology,BIOL4570,Immunology and Immunochemistry,3,LSM3223,4
Georgia Institute of Technology,BIOL4607,Molecular Microbiology,3,LSM3991,4
Georgia Institute of Technology,BIOL4650,Bioethics,2,LSM3991,4
Georgia Institute of Technology,BIOL4746,Signalling Molecules,3,LSM3991,4
Georgia Institute of Technology,BIOL4803G,Special Topics: Epigenetics,3,LSM4245,4
The Hong Kong Polytechnic Uni,ABCT3101,Immunology,3,LSM3223,4
The Hong Kong Polytechnic Uni,ABCT4101,Advanced Molecular Biology,3,LSM3991,4
The Hong Kong Polytechnic Uni,ABCT4104,Recent Developments in Medical Biotechnology,3,LSM3991,4
The Hong Kong Polytechnic Uni,ABCT3405,Food Microbiology,4,LSM3991,4
The Hong Kong Polytechnic Uni,HTI34016,Introduction to Clinical Research,3,LSM3201,4
Hong Kong Uni of Sci & Tech,LIFS3040,Animal Physiology,3,LSM3262,4
Hong Kong Uni of Sci & Tech,LIFS3070,Biophysics and Physical Biochemistry,3,LSM3243,4
Hong Kong Uni of Sci & Tech,LIFS4150,Plant Biotechnology,3,LSM3991,4
Hong Kong Uni of Sci & Tech,LIFS4200,Concepts and Issues in Contemporary Biotechnology,3,LSM3991,4
Hong Kong Uni of Sci & Tech,LIFS4380,Pharmacology and Toxicology,3,LSM3211,4
Hong Kong Uni of Sci & Tech,LIFS1010,Appreciation of Biological Sciences,3,LSM1301,4
Hong Kong Uni of Sci & Tech,LIFS1901,General Biology I,3,LSM1301,4
Hong Kong Uni of Sci & Tech,LIFS2030,Nature of Biochemistry and Biotechnology,3,LSM1401,4
Hong Kong Uni of Sci & Tech,LIFS3060,Microbiology,3,LSM3232,4
Hong Kong Uni of Sci & Tech,LIFS3240,Introduction to Neurobiology,3,LSM3215,4
Hong Kong Uni of Sci & Tech,LIFS4060,Immunobiology,3,LSM3223,4
Hong Kong Uni of Sci & Tech,LIFS4090,Developmental Biology,3,LSM3233,4
Hong Kong Uni of Sci & Tech,LIFS4370,Human Genetics and Personalized Medicine,3,LSM3224,4
Hong Kong Uni of Sci & Tech,LIFS4540,Structure and Function of Proteins,3,LSM3231,4
Hong Kong Uni of Sci & Tech,LIFS4550,Biochemistry of Nutrition,3,LSM3991,4
Hong Kong Uni of Sci & Tech,LIFS4580,Bioinformatics,3,LSM3241,4
Hong Kong Uni of Sci & Tech,LIFS4760,Biochemistry of Diseases,3,LSM3991,4
Hong Kong Uni of Sci & Tech,LIFS4950,Neurochemistry,3,LSM3216,4
Jagiellonian University Poland,WBNZ886,Animal Genetics with Elements of Epigenetics,5,LSM3991,4
Jagiellonian University Poland,WBNZ870,Biology of Amphibians,4,LSM3991,4
Jagiellonian University Poland,WBNZ876,Ecology of Invertebrates,5,LSM3991,4
Karolinska Institute,1BI024,Integrative Physiology,15,LSM3212,4
Karolinska Institute,1B1005,Tissue Biology,5,LSM3991,4
Karolinska Institute,1B1007,Neuroscience,10,LSM3216,4
Karolinska Institute,1BI004,Infection and Immunity,15,LSM3223,4
Karolinska Institute,1BI006,Integrative Physiology,15,LSM3214,4
Karolinska Institute,1BI007,Neuroscience,10,LSM3215,4
Karolinska Institute,1BI008,Pharmacology and Toxicology,10,LSM3211,4
Karolinska Institute,1BI012,Molecular Medicine,15,LSM3224,4
Karolinska Institute,1BI027,Pharmacology and Toxicology,10,LSM4211,4
Karolinska Institute,1BI028,Biostatistics,5,LSM1991,4
King's College London,4BBY1030,Cell Biology and Neuroscience,15,LSM3991,4
King's College London,4ZSS0160,Healthcare & Technology,4,LSM2996,2
King's College London,4ZSS0166,Crime Scene and Forensic Science,4,LSM3991,4
King's College London,4ZSS0167,Human Anatomy & Physiology,7.5,LSM2212,4
King's College London,5AAN5001,Neuroscience and the Mind,15,LSM3991,4
King's College London,5BBA2300,Essentials of Embryology,15,LSM3233,4
King's College London,5BBB0206,Tissue Pathology,15,LSM3991,4
King's College London,5BBB0224,Protein Structure & Function,15,LSM3231,4
King's College London,5BBB0226,Principles of Bioinformatics,15,LSM2241,4
King's College London,5BBB1203,The Immune System in Health and Disease,15,LSM3223,4
King's College London,5BBBMB28,Medical Microbiology,15,LSM3225,4
King's College London,5BBL0210,Endocrinology & Reproduction,15,LSM3214,4
King's College London,5BBL0211,Physiological Control: Exercise & Environment,15,LSM3212,4
King's College London,5BBL0226,Introduction to Comparative Physiology,15,LSM3262,4
King's College London,5BBL0227,Introduction to Stem Cells,15,LSM4227,4
King's College London,5BBM0212,Drugs & Disease A,15,LSM3211,4
King's College London,5BBM0218,Physiology & Pharmacology of the Central Nervous System,15,LSM3211,4
King's College London,6BBA3008,Developmental Neurobiology,30,LSM3216,4
King's College London,6BBA3008,Developmental Neurobiology,30,LSM3215,4
King's College London,6BBA3320,Behavioural Science,15,LSM3267,4
King's College London,6BBB0333,Protein Structure & Design,15,LSM3231,4
King's College London,6BBB0346,Advanced Molecular Genetics,15,LSM3991,4
King's College London,6BBB0349,Molecular Basis of Human Disease,15,LSM3224,4
King's College London,6BBG0302,Epigenetics,15,LSM4245,4
King's College London,6BBL0325,Biology of Ageing,15,LSM3217,4
King's College London,6BBL0366,Neuroendocrinology,15,LSM3215,4
King's College London,6BBL0390,Extreme Physiology,30,LSM3991,4
King's College London,6BBL0394,Endocrinology of diabetes,15,LSM3991,4
King's College London,6BBM0324,Cardiovascular Pharmacology,15,LSM3218,4
King's College London,6BBYG304,Human Molecular Genetics: the Fundamentals,15,LSM3224,4
King's College London,6BBYG305,Medical Genetics,15,LSM3224,4
King's College London,6BBYN304,Cellular and Systems Neuroscience,30,LSM3215,4
King's College London,6BBYN309,Memory Mechanism in Health and Disease,15,LSM3215,4
King's College London,0ZSS0163,Biosciences: From Bench to Bedside,7.5,LSM3991,4
King's College London,6MNTNGG3,Nutrition and Genetics,15,LSM3224,4
Korea Adv Inst S&T (KAIST),BS120,General Biology,3,LSM1301,4
Korea Adv Inst S&T (KAIST),BS318,Developmental Biology,3,LSM3233,4
Korea Adv Inst S&T (KAIST),BS346,Animal Behavior,4,LSM1303,4
Korea Adv Inst S&T (KAIST),BS357,Introduction to Neuroscience,3,LSM3215,4
Korea Adv Inst S&T (KAIST),BS442,Stem Cell Biology,3,LSM4227,4
Korea Adv Inst S&T (KAIST),BS453,Physiology,3,LSM2991,4
Korea Adv Inst S&T (KAIST),BS458,Synthetic Biology,3,LSM3246,4
Korea Adv Inst S&T (KAIST),BS469,Scientific Communication,3,LSM3201,4
Korea Adv Inst S&T (KAIST),BS483,Topics in Life Science III (Epigenetics and cancer),3,LSM3991,4
Korea Adv Inst S&T (KAIST),BS484A,Disorders in the Nervous System,3,LSM3216,4
Korea Adv Inst S&T (KAIST),BS521,Cancer Biology,3,LSM3991,4
Korea University,BMED216,Anatomy,3,LSM2212,4
Korea University,BMED318,Biomedical Image Processing,3,LSM3991,4
Korea University,BNCS311,Introduction to Brain and Cognitive Sciences(English),3,LSM3991,4
Korea University,BSMS206,Human Physiology,3,LSM3214,4
Korea University,BSMS207,Microbiology (English),3,LSM3232,4
Korea University,BSMS212,Diseases Microbiology,3,LSM3991,4
Korea University,BSMS304,Bacteriology (English),3,LSM3991,4
Korea University,BSMS311,Enzyme Technology (English),3,LSM3231,4
Korea University,KFBT403,Molecular Immunology,3,LSM3223,4
Korea University,KHEH216,Public Health Microbiology (English),3,LSM3225,4
Korea University,KHFN326,Immunology in Food and Nutrition (English),3,LSM3223,4
Korea University,KHPH212,Medical English (English),3,LSM2991,4
Korea University,KHPM202,Introduction to Epidemiology,3,LSM3991,4
Korea University,KHRS312,Radiological Health Science,3,LSM3991,4
Korea University,LIBS364,Structural Biology (English),3,LSM3243,4
